_id,pais_procedencia,ciudad_procedencia,puerto_procedencia,pais_destino,ciudad_destino,puerto_destino,fecha_llegada,fecha_salida,estado_solicitud,buque.matricula,buque.nombre,buque.tipo_buque,buque.dimensiones.peso,buque.dimensiones.largo,buque.dimensiones.ancho,muelle.nombre,muelle.estado,admin[0].id,admin[1].id,admin[2].id,admin[0].nombre,admin[1].nombre,admin[2].nombre,agente_navieros[0].id,agente_navieros[1].id,agente_navieros[2].id,agente_navieros[0].nombre,agente_navieros[1].nombre,agente_navieros[2].nombre
68102b96f121f1c634bbfa52,Vanuatu,Jamesfort,"Hansen, Goodman and Long",Kuwait,Taramouth,"Barrera, Baker and Carter",2025-04-28T01:54:54,2025-05-02T20:29:58.545409,PENDIENTE,TCW 375,Gross-King,Carguero,26195.31,126.04,42.29,whose,DISPONIBLE,68102b96f121f1c634bbfa53,68102b96f121f1c634bbfa54,68102b96f121f1c634bbfa55,Nathan Alvarez,Thomas Bond,James Page,68102b96f121f1c634bbfa56,,,"Adams, Mills and Moyer",,
68102b96f121f1c634bbfa57,United States Minor Outlying Islands,Josephtown,Peters and Sons,Saint Vincent and the Grenadines,Port Kathryn,"Mann, Vang and Moore",2025-03-26T18:55:18,2025-05-06T20:29:58.546409,RECHAZADO,472-ZRF,Hess and Sons,Contenedor,21104.8,238.18,5.67,owner,DISPONIBLE,68102b96f121f1c634bbfa58,,,Mr. William Sanchez,,,68102b96f121f1c634bbfa59,68102b96f121f1c634bbfa5a,,"Wagner, Carter and Rangel","Nelson, Aguilar and Taylor",
68102b96f121f1c634bbfa5b,Gibraltar,North Ashleychester,Moore Ltd,Palau,Amyland,Jackson-Greer,2025-02-12T10:38:26,2025-05-02T20:29:58.547409,RECHAZADO,TM 44310,Brown-Chavez,Granelero,31250.83,221.29,34,finish,FUERA_DE_SERVICIO,68102b96f121f1c634bbfa5c,68102b96f121f1c634bbfa5d,68102b96f121f1c634bbfa5e,Natasha Diaz,Patrick Glover,Patrick Owens,68102b96f121f1c634bbfa5f,68102b96f121f1c634bbfa60,,Shannon-Nolan,Odom PLC,
68102b96f121f1c634bbfa61,Indonesia,Bridgeston,Turner Group,Burkina Faso,West Susanberg,"Stephens, Hernandez and Garcia",2025-02-15T19:03:22,2025-04-29T20:29:58.548409,APROBADO,87E K53,Zavala and Sons,Carguero,14227.69,139.94,38.76,impact,EN_USO,68102b96f121f1c634bbfa62,68102b96f121f1c634bbfa63,68102b96f121f1c634bbfa64,Nancy Anderson,Stacy Miller,Karen Lawson,68102b96f121f1c634bbfa65,,,"Vargas, Harris and Washington",,
68102b96f121f1c634bbfa66,Lithuania,East Jose,Reyes Ltd,Korea,West Jessicaborough,Jones Group,2025-02-09T18:55:56,2025-04-30T20:29:58.550425,APROBADO,152 WQJ,"West, Bryant and Ortega",Petrolero,15562.13,113.02,20.98,make,EN_USO,68102b96f121f1c634bbfa67,68102b96f121f1c634bbfa68,68102b96f121f1c634bbfa69,Jennifer Jordan,Andrew Vance,Richard Gray,68102b96f121f1c634bbfa6a,68102b96f121f1c634bbfa6b,68102b96f121f1c634bbfa6c,"Larson, Perkins and Pineda",Petty-Martin,"Watts, Yates and King"
68102b96f121f1c634bbfa6d,Equatorial Guinea,Conradbury,"Morales, Fuller and Mclaughlin",Ireland,Lake Carlos,Brown-Thompson,2025-01-08T17:06:47,2025-05-06T20:29:58.552425,PENDIENTE,CRZ-3535,Hartman-Johnson,Petrolero,2190.84,61.54,10.61,strong,EN_MANTENIMIENTO,68102b96f121f1c634bbfa6e,,,Eugene Morales,,,68102b96f121f1c634bbfa6f,68102b96f121f1c634bbfa70,,"Williams, Dunn and Parker",Franklin Ltd,
68102b96f121f1c634bbfa71,Lithuania,West Amanda,"Taylor, Melton and Clark",Gabon,Samanthaport,Robinson-Lamb,2025-01-09T03:18:16,2025-05-07T20:29:58.553412,PENDIENTE,953-866,Marshall-Crosby,Granelero,35032.26,91.81,7.62,industry,DISPONIBLE,68102b96f121f1c634bbfa72,68102b96f121f1c634bbfa73,,Vanessa Patel,Melissa Green,,68102b96f121f1c634bbfa74,68102b96f121f1c634bbfa75,,"Tanner, Simpson and Bates",Graves-Stewart,
68102b96f121f1c634bbfa76,Switzerland,East Darrenberg,Clark and Sons,Cook Islands,Webershire,Edwards-Reed,2025-02-27T06:21:37,2025-05-05T20:29:58.554424,APROBADO,2235,"Rodriguez, Harris and Brown",Carguero,35246.39,299.51,47.1,something,DISPONIBLE,68102b96f121f1c634bbfa77,68102b96f121f1c634bbfa78,,Aaron Sanders,Jennifer Ramsey,,68102b96f121f1c634bbfa79,68102b96f121f1c634bbfa7a,68102b96f121f1c634bbfa7b,"Perry, Smith and Pope","Todd, Hill and Gray","Ford, Chang and Foster"
68102b96f121f1c634bbfa7c,Romania,Lake Lucasland,"Bullock, Arellano and Morgan",Uzbekistan,New Nicole,"Smith, Fischer and Maxwell",2025-02-20T11:10:42,2025-05-07T20:29:58.556424,PENDIENTE,07RT8,Fox LLC,Contenedor,49548.64,72.82,20.17,usually,EN_USO,68102b96f121f1c634bbfa7d,,,Steve Garcia,,,68102b96f121f1c634bbfa7e,68102b96f121f1c634bbfa7f,68102b96f121f1c634bbfa80,Hunt and Sons,Weaver-Bartlett,"Jimenez, Young and Price"
68102b96f121f1c634bbfa81,United States Virgin Islands,Travisstad,"Huang, Garcia and Mullins",Argentina,North Carolinechester,"Brown, Barry and Vang",2025-01-17T16:36:03,2025-04-29T20:29:58.557424,RECHAZADO,301JY,"Mckenzie, Huber and Harrison",Contenedor,13591.44,289.92,7.21,force,DISPONIBLE,68102b96f121f1c634bbfa82,68102b96f121f1c634bbfa83,68102b96f121f1c634bbfa84,Patricia Miller,Cassandra Marshall,Tanya Barry,68102b96f121f1c634bbfa85,68102b96f121f1c634bbfa86,,"Miles, Carpenter and Hernandez","Mclean, Norton and Cross",
68102b96f121f1c634bbfa87,Myanmar,West Courtneyville,Gomez-Medina,United States of America,Dennisfort,Casey-Johnson,2025-04-02T04:31:24,2025-05-01T20:29:58.559424,PENDIENTE,AAK-9686,Baker-Abbott,Contenedor,42402.08,85.53,38.07,amount,FUERA_DE_SERVICIO,68102b96f121f1c634bbfa88,68102b96f121f1c634bbfa89,,David Frank,Rhonda Rogers,,68102b96f121f1c634bbfa8a,68102b96f121f1c634bbfa8b,68102b96f121f1c634bbfa8c,"Matthews, Morgan and Mcgee",Jimenez PLC,Miller-Hicks
68102b96f121f1c634bbfa8d,Swaziland,Hortonmouth,"Jones, Smith and Chaney",Guinea-Bissau,North Melissachester,Robertson-Bartlett,2025-01-11T04:03:16,2025-05-02T20:29:58.560424,RECHAZADO,18X P56,Duran-Nunez,Contenedor,45748.22,125.62,22.91,majority,EN_USO,68102b96f121f1c634bbfa8e,68102b96f121f1c634bbfa8f,68102b96f121f1c634bbfa90,Robert Ellis,Donna Washington PhD,Scott Paul,68102b96f121f1c634bbfa91,68102b96f121f1c634bbfa92,,"Lopez, Hayes and Washington","Wright, Webster and Baker",
68102b96f121f1c634bbfa93,Western Sahara,Jenniferton,"Miller, Huff and Mckee",Grenada,Donnaside,"Mcintyre, Blake and Valenzuela",2025-03-01T08:43:44,2025-04-30T20:29:58.562425,APROBADO,50-3103V,Frey-Cohen,Contenedor,38878.68,39.23,8.4,wonder,FUERA_DE_SERVICIO,68102b96f121f1c634bbfa94,,,Stephanie Bates,,,68102b96f121f1c634bbfa95,68102b96f121f1c634bbfa96,68102b96f121f1c634bbfa97,"Barnett, Martin and Gray","Rodriguez, Rosales and Brown",Mccarthy-Rice
68102b96f121f1c634bbfa98,Svalbard & Jan Mayen Islands,North Anna,Fitzgerald Inc,Gambia,Port Benjamin,Robbins LLC,2025-01-07T14:18:31,2025-04-30T20:29:58.564424,APROBADO,VC-8986,Newman LLC,Petrolero,33937.1,169.78,34.84,good,EN_MANTENIMIENTO,68102b96f121f1c634bbfa99,68102b96f121f1c634bbfa9a,68102b96f121f1c634bbfa9b,Matthew White,Angelica Harvey,Todd Jones,68102b96f121f1c634bbfa9c,,,Arnold-Hart,,
68102b96f121f1c634bbfa9d,British Indian Ocean Territory (Chagos Archipelago),Zacharyhaven,King Group,Paraguay,North Jessicaside,Jones-Haney,2025-02-04T23:40:07,2025-05-07T20:29:58.565424,PENDIENTE,158-JHH,Stephens Ltd,Petrolero,45552.59,116.82,33.27,toward,FUERA_DE_SERVICIO,68102b96f121f1c634bbfa9e,,,Eric Stevenson,,,68102b96f121f1c634bbfa9f,68102b96f121f1c634bbfaa0,,Jones Ltd,Hendrix-Green,
68102b96f121f1c634bbfaa1,Nicaragua,Walkertown,Mcdowell Group,Benin,North Kevinmouth,Oneal Inc,2025-04-11T12:39:46,2025-05-06T20:29:58.566425,RECHAZADO,7BFR 71,Flowers Group,Granelero,28062.89,165.63,35.17,blood,EN_MANTENIMIENTO,68102b96f121f1c634bbfaa2,68102b96f121f1c634bbfaa3,68102b96f121f1c634bbfaa4,Steven Bender,James Romero,Tammy Jimenez,68102b96f121f1c634bbfaa5,,,Bender Group,,
68102b96f121f1c634bbfaa6,Turks and Caicos Islands,Bensonfort,Wilson-Lee,Austria,Cochranfurt,Love-Woods,2025-04-17T02:53:26,2025-04-30T20:29:58.567425,APROBADO,PHF-9402,"Brown, Lucas and Miller",Granelero,12656.97,219.94,21.89,artist,FUERA_DE_SERVICIO,68102b96f121f1c634bbfaa7,,,Jennifer Bradley,,,68102b96f121f1c634bbfaa8,68102b96f121f1c634bbfaa9,68102b96f121f1c634bbfaaa,Estes Group,Henderson Inc,Diaz-Small
68102b96f121f1c634bbfaab,Poland,West Susan,Hernandez-Snyder,Cambodia,Palmerland,"Thomas, Briggs and Cruz",2025-03-12T18:50:34,2025-05-03T20:29:58.568424,RECHAZADO,WL 17874,Davis-Mckay,Granelero,32211.89,98.77,24.28,there,EN_MANTENIMIENTO,68102b96f121f1c634bbfaac,68102b96f121f1c634bbfaad,,Deborah Garcia,Maria West,,68102b96f121f1c634bbfaae,68102b96f121f1c634bbfaaf,,Williams LLC,Lopez PLC,
68102b96f121f1c634bbfab0,Bouvet Island (Bouvetoya),Lauraton,Guzman-Carroll,Sudan,East Seanburgh,Moore-Jones,2025-01-29T14:58:22,2025-04-30T20:29:58.569425,APROBADO,KM 0952,Horn and Sons,Carguero,42710.95,154.26,48.25,project,EN_USO,68102b96f121f1c634bbfab1,,,Brandon Stewart,,,68102b96f121f1c634bbfab2,,,Anderson LLC,,
68102b96f121f1c634bbfab3,Niue,Michaelfurt,"French, Reyes and Gonzalez",Chad,South Johnny,"Ramirez, Jefferson and Hardin",2025-02-18T08:54:08,2025-05-06T20:29:58.570425,RECHAZADO,KGG 918,"Dennis, Hudson and Tate",Carguero,10054.93,29.15,37.36,model,EN_USO,68102b96f121f1c634bbfab4,68102b96f121f1c634bbfab5,,Daniel Holland,Kyle Smith,,68102b96f121f1c634bbfab6,68102b96f121f1c634bbfab7,68102b96f121f1c634bbfab8,Ramirez-Jones,"Allen, Welch and Harrison","Wallace, York and Villanueva"
68102b96f121f1c634bbfab9,United States Minor Outlying Islands,West Richard,Holt Ltd,Hong Kong,Josephville,Bird Ltd,2025-04-08T06:26:25,2025-04-30T20:29:58.572424,RECHAZADO,1P 5735X,Lee-King,Granelero,49834.11,90.05,6.05,professional,EN_MANTENIMIENTO,68102b96f121f1c634bbfaba,68102b96f121f1c634bbfabb,,Mark Watkins,Wesley Miller,,68102b96f121f1c634bbfabc,68102b96f121f1c634bbfabd,68102b96f121f1c634bbfabe,Davenport-Fischer,"Rios, May and Griffith",Stevenson-Oneal
68102b96f121f1c634bbfabf,Italy,West Susan,Baxter-Powell,Gibraltar,Ronaldville,Johnson Ltd,2025-03-25T03:04:44,2025-05-05T20:29:58.574424,PENDIENTE,OO-9223,Odom-Robinson,Contenedor,9344.33,126.11,21.69,thing,FUERA_DE_SERVICIO,68102b96f121f1c634bbfac0,,,Olivia Russell,,,68102b96f121f1c634bbfac1,68102b96f121f1c634bbfac2,,Potts PLC,Harris-Poole,
68102b96f121f1c634bbfac3,Italy,Stevetown,"Smith, Smith and Ferguson",Sierra Leone,Ryanborough,Perez Group,2025-04-15T15:44:33,2025-05-05T20:29:58.575424,RECHAZADO,79-PE02,Alvarez LLC,Petrolero,40923.06,83.02,42.78,early,EN_MANTENIMIENTO,68102b96f121f1c634bbfac4,68102b96f121f1c634bbfac5,,Carol Campbell,Ashley Collins,,68102b96f121f1c634bbfac6,,,Gibson and Sons,,
68102b96f121f1c634bbfac7,Burundi,New Brandi,Brennan LLC,Guadeloupe,Clarkview,Hansen-Boyd,2025-02-27T20:28:59,2025-04-30T20:29:58.576424,APROBADO,UCU 344,Hicks Group,Petrolero,33585.78,183.98,40.66,none,DISPONIBLE,68102b96f121f1c634bbfac8,68102b96f121f1c634bbfac9,,Shannon Rowland,Aaron Cline,,68102b96f121f1c634bbfaca,68102b96f121f1c634bbfacb,68102b96f121f1c634bbfacc,Chase Ltd,Duran-Oliver,Velasquez-Ware
68102b96f121f1c634bbfacd,Bosnia and Herzegovina,Markmouth,Cook PLC,Afghanistan,Gardnerland,Harrison-Obrien,2025-04-17T17:40:05,2025-04-29T20:29:58.577424,PENDIENTE,LRI 289,Walters and Sons,Petrolero,41428.46,41.61,25.31,degree,EN_MANTENIMIENTO,68102b96f121f1c634bbface,,,Kevin Hansen,,,68102b96f121f1c634bbfacf,68102b96f121f1c634bbfad0,,Fowler Inc,Brown Inc,
68102b96f121f1c634bbfad1,Oman,Port Heather,"Owens, Burnett and Garrison",Oman,South Rachelberg,Woods-Davis,2025-04-20T03:37:27,2025-05-04T20:29:58.578424,PENDIENTE,40V PB3,Park-Myers,Granelero,19568.7,207.01,33.26,however,FUERA_DE_SERVICIO,68102b96f121f1c634bbfad2,,,Cynthia Hernandez,,,68102b96f121f1c634bbfad3,68102b96f121f1c634bbfad4,,Ortega-Rodgers,Wilcox Group,
68102b96f121f1c634bbfad5,Estonia,North Adamton,Vance Inc,Zambia,Mooremouth,Clarke-Davis,2025-01-13T23:15:40,2025-05-06T20:29:58.579424,PENDIENTE,0A T2391,"Elliott, Barker and Henry",Petrolero,49184.73,264.67,31.02,manager,DISPONIBLE,68102b96f121f1c634bbfad6,68102b96f121f1c634bbfad7,68102b96f121f1c634bbfad8,Melanie Castillo,Joseph Taylor,Jacob Long,68102b96f121f1c634bbfad9,,,"Myers, Jenkins and Hobbs",,
68102b96f121f1c634bbfada,Jamaica,North Alexanderland,"Holloway, Hall and Reid",Antigua and Barbuda,East Tarabury,Gamble LLC,2025-01-02T04:40:40,2025-05-01T20:29:58.582415,PENDIENTE,54R E31,"Mitchell, Stewart and Green",Petrolero,13130.09,92.35,5.8,husband,DISPONIBLE,68102b96f121f1c634bbfadb,68102b96f121f1c634bbfadc,,Alex Elliott,Dr. Joel Hudson,,68102b96f121f1c634bbfadd,,,"Hernandez, Walker and Martin",,
68102b96f121f1c634bbfade,Canada,Martinville,Liu PLC,Germany,Rebekahton,"Thomas, Moon and Marshall",2025-02-19T07:05:13,2025-05-02T20:29:58.584411,APROBADO,48UB3,Duarte-Silva,Contenedor,28933.87,213.03,16.84,lawyer,EN_MANTENIMIENTO,68102b96f121f1c634bbfadf,,,Bradley Gilbert,,,68102b96f121f1c634bbfae0,68102b96f121f1c634bbfae1,,"Jordan, Burke and Brown","Bryant, Jennings and Krueger",
68102b96f121f1c634bbfae2,Niger,Elliston,Willis and Sons,Antarctica (the territory South of 60 deg S),Patriciamouth,Long-Anderson,2025-03-06T07:39:06,2025-05-02T20:29:58.585411,PENDIENTE,B 273647,"Morales, Marshall and Ellison",Contenedor,10206.7,79.24,23.37,among,DISPONIBLE,68102b96f121f1c634bbfae3,68102b96f121f1c634bbfae4,68102b96f121f1c634bbfae5,Travis Williams,Kristy Walker,Donald Lewis,68102b96f121f1c634bbfae6,,,Garcia-Warren,,
68102b96f121f1c634bbfae7,French Polynesia,East Ritabury,"Adkins, Ruiz and Rocha",Norfolk Island,Lake Paulburgh,"Thomas, King and Crawford",2025-01-10T19:33:55,2025-05-04T20:29:58.587210,APROBADO,394 FZQ,Smith-Brown,Contenedor,31658.91,39.85,26.72,summer,FUERA_DE_SERVICIO,68102b96f121f1c634bbfae8,68102b96f121f1c634bbfae9,,Robert Anderson,Bradley Lopez,,68102b96f121f1c634bbfaea,,,"West, Adams and Sexton",,
68102b96f121f1c634bbfaeb,South Africa,Lisabury,Myers-Mcguire,Albania,Port Andrewville,Franklin-Spears,2025-02-17T08:28:26,2025-05-05T20:29:58.588726,PENDIENTE,023VGK,"Bond, Davenport and Lewis",Granelero,8548.72,215.82,21.7,admit,EN_USO,68102b96f121f1c634bbfaec,68102b96f121f1c634bbfaed,,Joshua Thomas,Tammy Caldwell,,68102b96f121f1c634bbfaee,,,Miller-Alexander,,
68102b96f121f1c634bbfaef,Bermuda,East Brittany,Smith LLC,Burundi,Cynthiabury,"Curry, Macdonald and Ward",2025-01-04T13:56:44,2025-05-05T20:29:58.590240,APROBADO,809-GHX,"Yoder, Hall and Williams",Granelero,36518.94,44.92,7.28,wish,EN_USO,68102b96f121f1c634bbfaf0,68102b96f121f1c634bbfaf1,68102b96f121f1c634bbfaf2,Ryan Pierce,Douglas Garner,Randy Taylor,68102b96f121f1c634bbfaf3,68102b96f121f1c634bbfaf4,68102b96f121f1c634bbfaf5,Simmons-Rodriguez,Henson-Banks,Ramsey LLC
68102b96f121f1c634bbfaf6,Cayman Islands,Torresland,"Cooper, Terry and Cruz",Serbia,Andreaberg,Dean-Brown,2025-02-01T21:56:50,2025-05-01T20:29:58.592260,APROBADO,5CS5376,Davis-Howell,Granelero,5671.22,204.35,44.39,industry,FUERA_DE_SERVICIO,68102b96f121f1c634bbfaf7,68102b96f121f1c634bbfaf8,,Peggy Cooper,Amy Ellis,,68102b96f121f1c634bbfaf9,68102b96f121f1c634bbfafa,,"Wolf, Jarvis and Rubio",Clark-Butler,
68102b96f121f1c634bbfafb,Gabon,West Larry,"Hayden, Hardin and Gonzalez",Tanzania,Curtisview,Smith-Mcdonald,2025-01-12T18:07:34,2025-05-03T20:29:58.594260,RECHAZADO,NTW-5387,"Jones, Henderson and Mckinney",Petrolero,34808.85,213.68,29.44,letter,DISPONIBLE,68102b96f121f1c634bbfafc,68102b96f121f1c634bbfafd,,Nicole Weeks,Jose Austin,,68102b96f121f1c634bbfafe,,,"Bryant, Lang and Arias",,
68102b96f121f1c634bbfaff,Saint Helena,South Kathleen,Ray Group,Brunei Darussalam,Lopezton,"Velez, Wright and Walls",2025-01-31T11:18:08,2025-05-03T20:29:58.595261,PENDIENTE,9-J9601,Lopez-Romero,Contenedor,31294.25,99.34,19.05,tough,EN_USO,68102b96f121f1c634bbfb00,68102b96f121f1c634bbfb01,68102b96f121f1c634bbfb02,Phyllis Terrell,Bridget Mccoy,John Hall,68102b96f121f1c634bbfb03,68102b96f121f1c634bbfb04,,Hernandez Group,"Warren, Smith and Smith",
68102b96f121f1c634bbfb05,Isle of Man,Acostahaven,Wright Inc,Ecuador,Jameston,Gordon-Kelly,2025-04-15T14:16:11,2025-05-01T20:29:58.597260,APROBADO,1-9756E,Gallagher Ltd,Petrolero,2766.35,64.99,14.08,hand,DISPONIBLE,68102b96f121f1c634bbfb06,68102b96f121f1c634bbfb07,,John Houston,Erika Shelton,,68102b96f121f1c634bbfb08,,,Johnson LLC,,
68102b96f121f1c634bbfb09,Equatorial Guinea,East David,Flynn Group,Germany,Kirkland,Dickerson Ltd,2025-04-25T07:28:37,2025-05-07T20:29:58.598261,APROBADO,659 QUX,Simon Inc,Carguero,12560.55,269.36,43.68,ready,EN_USO,68102b96f121f1c634bbfb0a,,,Marcia Young,,,68102b96f121f1c634bbfb0b,68102b96f121f1c634bbfb0c,,Kennedy-Ortiz,"Cooper, Welch and Vasquez",
68102b96f121f1c634bbfb0d,Malaysia,Rebeccahaven,"Oconnor, Frazier and Powell",Oman,Mccallberg,Mann-Contreras,2025-03-17T09:32:26,2025-05-02T20:29:58.600260,RECHAZADO,1YNC 55,Williams LLC,Petrolero,27721.78,92.84,40.66,artist,EN_MANTENIMIENTO,68102b96f121f1c634bbfb0e,68102b96f121f1c634bbfb0f,68102b96f121f1c634bbfb10,Adrian Powell,Jean Ritter,Diana Best,68102b96f121f1c634bbfb11,68102b96f121f1c634bbfb12,68102b96f121f1c634bbfb13,Soto Inc,"Jackson, Cook and Burgess",Bell Group
68102b96f121f1c634bbfb14,Italy,Charlesbury,"Galvan, Walker and Brooks",Grenada,Robinsonfort,"Moreno, Weber and Watson",2025-01-09T09:59:24,2025-04-29T20:29:58.602260,APROBADO,WIF 537,Flores-Tran,Granelero,30429.35,176.72,30.04,perhaps,FUERA_DE_SERVICIO,68102b96f121f1c634bbfb15,,,Christina Aguilar,,,68102b96f121f1c634bbfb16,68102b96f121f1c634bbfb17,,Weaver Group,Salazar-Dorsey,
68102b96f121f1c634bbfb18,Uganda,Myersmouth,"Hardin, Frank and Dalton",Argentina,Port Shawn,"Roberts, Jones and Harper",2025-02-01T17:42:21,2025-05-05T20:29:58.603261,RECHAZADO,168-257,"Horton, Francis and Baker",Contenedor,41552.47,80.44,32.91,growth,EN_MANTENIMIENTO,68102b96f121f1c634bbfb19,68102b96f121f1c634bbfb1a,,Daniel Mitchell,Mark Diaz II,,68102b96f121f1c634bbfb1b,68102b96f121f1c634bbfb1c,68102b96f121f1c634bbfb1d,Parker-Rhodes,Williams-Robinson,Jennings-Lopez
68102b96f121f1c634bbfb1e,Belize,East Joanville,Moore-Jefferson,South Africa,Lake Christopherville,Jackson-Kelly,2025-04-26T17:18:52,2025-05-07T20:29:58.605260,PENDIENTE,0651 CX,Boyd-Olsen,Carguero,21972.26,178.8,6.66,student,DISPONIBLE,68102b96f121f1c634bbfb1f,,,Andrea Warren,,,68102b96f121f1c634bbfb20,68102b96f121f1c634bbfb21,,Brooks-Wall,Robertson-Perez,
68102b96f121f1c634bbfb22,Cook Islands,Boydville,"Santos, Adams and Bennett",Trinidad and Tobago,Port Taylorstad,King-Elliott,2025-04-20T06:47:43,2025-05-03T20:29:58.606260,APROBADO,U25 4KV,Valenzuela Inc,Granelero,48424.94,238.88,48.47,gas,EN_MANTENIMIENTO,68102b96f121f1c634bbfb23,68102b96f121f1c634bbfb24,,Virginia Horton,Kevin Simmons,,68102b96f121f1c634bbfb25,68102b96f121f1c634bbfb26,68102b96f121f1c634bbfb27,Castillo PLC,Williams-Farmer,Jefferson-Collins
68102b96f121f1c634bbfb28,Burundi,Port Jason,"Bailey, Haynes and Martinez",China,Port Julia,"Richards, Foster and Shah",2025-04-16T00:28:03,2025-05-01T20:29:58.608259,APROBADO,FJ6 F1Q,Green-Collier,Granelero,45046.89,186.28,43.18,go,FUERA_DE_SERVICIO,68102b96f121f1c634bbfb29,68102b96f121f1c634bbfb2a,68102b96f121f1c634bbfb2b,Sherry Green,Andrew Porter,Kenneth Baker,68102b96f121f1c634bbfb2c,68102b96f121f1c634bbfb2d,68102b96f121f1c634bbfb2e,Sanchez-Scott,"Castro, Strickland and Howard",Bates-Lawrence
68102b96f121f1c634bbfb2f,Azerbaijan,Simonburgh,Marshall-Cox,Liberia,Port Jenniferport,Parker Group,2025-04-23T00:38:50,2025-05-08T20:29:58.609260,PENDIENTE,247 GWL,Martin-Wilson,Granelero,41975.42,153.64,8.07,modern,EN_MANTENIMIENTO,68102b96f121f1c634bbfb30,68102b96f121f1c634bbfb31,,James Clark,Travis Padilla,,68102b96f121f1c634bbfb32,,,Phillips-Ford,,
68102b96f121f1c634bbfb33,Colombia,Manuelfurt,Garcia-Peterson,Cambodia,Hensleyton,Andersen and Sons,2025-03-07T17:30:36,2025-05-08T20:29:58.610260,PENDIENTE,KBK-5464,Taylor-Barber,Carguero,28906.8,275.17,47.38,serious,DISPONIBLE,68102b96f121f1c634bbfb34,,,Linda Martin,,,68102b96f121f1c634bbfb35,68102b96f121f1c634bbfb36,68102b96f121f1c634bbfb37,"Donovan, Newman and Williams",Cervantes Inc,Phillips-Barnes
68102b96f121f1c634bbfb38,Chile,Kristenland,Richards-Mcclain,Philippines,East Evan,Green-Owens,2025-02-11T15:48:33,2025-05-08T20:29:58.611258,RECHAZADO,515 PYV,Braun Ltd,Contenedor,9325.75,148.93,43.39,by,DISPONIBLE,68102b96f121f1c634bbfb39,68102b96f121f1c634bbfb3a,68102b96f121f1c634bbfb3b,Richard Lutz,Nicholas Ward,Ryan Olsen,68102b96f121f1c634bbfb3c,68102b96f121f1c634bbfb3d,,Carson-Hill,Ball-Henson,
68102b96f121f1c634bbfb3e,Pakistan,South Kyle,"Martin, Sheppard and Swanson",Tokelau,East Kristiborough,Petty Group,2025-02-26T05:00:27,2025-05-08T20:29:58.612260,APROBADO,QOQ-533,Hall PLC,Contenedor,35443.32,207.36,22.21,walk,DISPONIBLE,68102b96f121f1c634bbfb3f,68102b96f121f1c634bbfb40,68102b96f121f1c634bbfb41,Rita Blake,Valerie Ellis,Mary Young,68102b96f121f1c634bbfb42,,,"Good, Ward and Watson",,
68102b96f121f1c634bbfb43,Papua New Guinea,Hornhaven,"Maddox, Kemp and Nguyen",Bouvet Island (Bouvetoya),Jonesshire,"Moore, Schwartz and Sullivan",2025-04-19T20:14:19,2025-05-07T20:29:58.616264,PENDIENTE,97-AU94,White Ltd,Carguero,20080.59,148.44,37.01,when,DISPONIBLE,68102b96f121f1c634bbfb44,,,Michael Johnson,,,68102b96f121f1c634bbfb45,,,Livingston LLC,,
68102b96f121f1c634bbfb46,Norway,Lake Michael,Austin Inc,Norfolk Island,East Michaelfurt,Horton-Hubbard,2025-03-18T22:15:54,2025-05-07T20:29:58.617263,RECHAZADO,HDV-535,Mccarthy Ltd,Carguero,34963.83,182.24,48.88,court,EN_USO,68102b96f121f1c634bbfb47,,,Edward Cowan,,,68102b96f121f1c634bbfb48,68102b96f121f1c634bbfb49,,Shelton-Perez,"Smith, Gibson and Johnson",
68102b96f121f1c634bbfb4a,Finland,South Stephaniebury,Riley-Davis,Andorra,Lake Tanyaland,Brown Inc,2025-03-15T19:25:53,2025-05-04T20:29:58.619270,RECHAZADO,4PP05,Barnes Group,Petrolero,7720.35,194.56,6.55,around,EN_USO,68102b96f121f1c634bbfb4b,68102b96f121f1c634bbfb4c,,Tanya Marshall,Nathaniel Levy,,68102b96f121f1c634bbfb4d,68102b96f121f1c634bbfb4e,68102b96f121f1c634bbfb4f,"Williams, Smith and Smith","James, Figueroa and Scott",Barry PLC
68102b96f121f1c634bbfb50,Costa Rica,North Anthonyland,Martinez Group,Cyprus,North Carol,Vargas-Green,2025-02-20T12:31:01,2025-05-04T20:29:58.620285,APROBADO,654-594,"Wall, Grant and Salazar",Petrolero,19244.92,117.52,9.56,task,DISPONIBLE,68102b96f121f1c634bbfb51,,,Shawn Parks,,,68102b96f121f1c634bbfb52,68102b96f121f1c634bbfb53,68102b96f121f1c634bbfb54,Donaldson Ltd,"Robbins, Lee and Garcia",Patterson and Sons
68102b96f121f1c634bbfb55,Mayotte,Port Timothy,Johnston Ltd,Andorra,North Sandra,Henson and Sons,2025-03-12T05:59:33,2025-05-07T20:29:58.622297,APROBADO,783 CQZ,Paul-Harris,Granelero,43137.62,86.98,9.45,official,EN_USO,68102b96f121f1c634bbfb56,,,Eric Hampton,,,68102b96f121f1c634bbfb57,68102b96f121f1c634bbfb58,68102b96f121f1c634bbfb59,Underwood-Mclaughlin,Wallace LLC,Henson and Sons
