_id,descripcion_servicio,total,iva,fecha_emision,fecha_vencimiento,estado,procesos[0].tipo_operacion,procesos[1].tipo_operacion,procesos[2].tipo_operacion,procesos[0].tipo_carga,procesos[1].tipo_carga,procesos[2].tipo_carga,procesos[0].tipo_producto,procesos[1].tipo_producto,procesos[2].tipo_producto,procesos[0].cantidad,procesos[1].cantidad,procesos[2].cantidad,procesos[0].precio_unitario,procesos[1].precio_unitario,procesos[2].precio_unitario,procesos[0].subtotal,procesos[1].subtotal,procesos[2].subtotal,procesos[0].descripcion,procesos[1].descripcion,procesos[2].descripcion,procesos[0].maquinas[0].nombre,procesos[1].maquinas[0].nombre,procesos[0].maquinas[1].nombre,procesos[2].maquinas[0].nombre,procesos[1].maquinas[1].nombre,procesos[2].maquinas[1].nombre,procesos[0].maquinas[0].estado,procesos[1].maquinas[0].estado,procesos[0].maquinas[1].estado,procesos[2].maquinas[0].estado,procesos[1].maquinas[1].estado,procesos[2].maquinas[1].estado,procesos[0].maquinas[0].cantidad,procesos[1].maquinas[0].cantidad,procesos[0].maquinas[1].cantidad,procesos[2].maquinas[0].cantidad,procesos[1].maquinas[1].cantidad,procesos[2].maquinas[1].cantidad,usuarios[0]
6816ad9504ea5839aa7eadf2,Professor growth far.,644871,102962.52,2025-05-03 18:58:13,2025-06-10 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,LQ,CG,,work,human,,8,7,,31482,41436,,251856,290052,,Summer fall another company.,Skill professor she smile article hold crime.,,beautiful,memory,,,,,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,,,,,8,3,,,,,6816ad9504ea5839aa7eaad2
6816ad9504ea5839aa7eadf3,Easy true program even heart face.,156973,25062.9,2025-05-03 18:58:13,2025-06-14 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,GS,,,such,,,6,,,21985,,,131910,,,Gun project with here wear camera fast.,,,want,,,,,,EN_MANTENIMIENTO,,,,,,1,,,,,,6816ad9504ea5839aa7eaad3
6816ad9504ea5839aa7eadf4,Source show ground statement Mrs.,888817,141911.95,2025-05-03 18:58:13,2025-06-27 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,GS,RO,,discuss,executive,,9,8,,49897,37229,,449073,297832,,Everyone nearly mouth board.,Discover threat assume.,,energy,staff,Congress,,,,EN_USO,DISPONIBLE,EN_MANTENIMIENTO,,,,1,2,9,,,,6816ad9504ea5839aa7eaad4
6816ad9504ea5839aa7eadf5,Almost station night painting open quickly.,585197,93434.78,2025-05-03 18:58:13,2025-06-07 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,RO,CN,GS,teacher,letter,example,2,3,8,45641,15616,44204,91282,46848,353632,Despite check husband effect crime church experience.,Data if ok.,Win we white century according.,media,management,,tax,,,EN_USO,EN_MANTENIMIENTO,,EN_MANTENIMIENTO,,,4,7,,1,,,6816ad9504ea5839aa7eaad5
6816ad9504ea5839aa7eadf6,Nature care meeting chair specific.,654861,104557.57,2025-05-03 18:58:13,2025-06-08 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,GS,GS,GL,be,senior,can,10,1,2,46067,46403,21615,460670,46403,43230,Choice challenge rise.,Figure red price expect east beyond.,Including floor necessary administration speak religious view.,pay,military,develop,become,ball,station,EN_USO,FUERA_DE_SERVICIO,EN_USO,DISPONIBLE,EN_USO,FUERA_DE_SERVICIO,8,7,1,1,6,9,6816ad9504ea5839aa7eaad6
6816ad9504ea5839aa7eadf7,Center country number source rule study relationship.,361077,57650.94,2025-05-03 18:58:13,2025-06-09 18:58:13,CANCELADO,SOLICITUD_CARGA,,,CN,,,main,,,9,,,33714,,,303426,,,Stuff song board want determine black should.,,,beautiful,,see,,,,EN_USO,,EN_USO,,,,6,,6,,,,6816ad9504ea5839aa7eaad7
6816ad9504ea5839aa7eadf8,Fish defense continue.,59062,9430.08,2025-05-03 18:58:13,2025-06-17 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,GL,,,collection,,,2,,,24816,,,49632,,,Car in thus speak.,,,oil,,other,,,,FUERA_DE_SERVICIO,,DISPONIBLE,,,,5,,2,,,,6816ad9504ea5839aa7eaad8
6816ad9504ea5839aa7eadf9,Two bit real oil.,796212,127126.34,2025-05-03 18:58:13,2025-06-07 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,RO,LQ,CG,study,season,medical,4,9,10,22734,24890,35414,90936,224010,354140,Red north price.,Yet teacher task best speak threat.,Purpose natural soldier tell.,bed,similar,,change,,door,DISPONIBLE,DISPONIBLE,,EN_MANTENIMIENTO,,FUERA_DE_SERVICIO,4,5,,6,,6,6816ad9504ea5839aa7eaad9
6816ad9504ea5839aa7eadfa,Despite magazine mission television company score six.,181932,29047.96,2025-05-03 18:58:13,2025-06-26 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,LQ,,,deep,,,4,,,38221,,,152884,,,His policy begin impact drop third.,,,you,,politics,,,,EN_USO,,DISPONIBLE,,,,6,,6,,,,6816ad9504ea5839aa7eaada
6816ad9504ea5839aa7eadfb,Peace various practice item rich break true.,344908,55069.41,2025-05-03 18:58:13,2025-06-23 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,CG,CG,CN,through,eat,probably,5,5,8,23692,15919,11473,118460,79595,91784,Machine consumer health reach successful opportunity computer.,Enter to right.,Future year company teach.,middle,example,,author,,discuss,EN_USO,FUERA_DE_SERVICIO,,DISPONIBLE,,EN_MANTENIMIENTO,3,8,,4,,2,6816ad9504ea5839aa7eaadb
6816ad9504ea5839aa7eadfc,Into money suddenly skin activity there here instead.,190041,30342.62,2025-05-03 18:58:13,2025-06-11 18:58:13,PAGADA,SOLICITUD_CARGA,,,RO,,,attorney,,,7,,,22814,,,159698,,,Best rise what likely power receive measure.,,,available,,,,,,EN_MANTENIMIENTO,,,,,,8,,,,,,6816ad9504ea5839aa7eaadc
6816ad9504ea5839aa7eadfd,Gun language product when visit popular.,309636,49437.62,2025-05-03 18:58:13,2025-06-19 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,RO,LQ,,from,beyond,,5,2,,40884,27889,,204420,55778,,Shoulder much high west church inside.,Past be center take animal dinner close focus.,,let,piece,pass,,group,,EN_USO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,DISPONIBLE,,2,7,3,,2,,6816ad9504ea5839aa7eaadd
6816ad9504ea5839aa7eadfe,Including some section central common affect call.,430258,68696.59,2025-05-03 18:58:13,2025-07-02 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,GL,GL,GS,pull,arm,region,1,8,9,26898,23609,16199,26898,188872,145791,Forward lot interesting.,Entire trial if push ready cultural citizen house.,Affect assume issue office see.,expect,lot,,watch,idea,however,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,,EN_MANTENIMIENTO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,7,9,,2,6,5,6816ad9504ea5839aa7eaade
6816ad9504ea5839aa7eadff,Hair end push significant.,572989,91485.57,2025-05-03 18:58:13,2025-06-28 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,CG,GS,GL,American,appear,between,3,10,5,36456,16699,41029,109368,166990,205145,Throughout friend heart throughout blood.,Indicate job camera including smile me.,Wait support someone concern official memory make manager.,act,long,culture,hope,buy,firm,DISPONIBLE,FUERA_DE_SERVICIO,EN_USO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,5,4,9,4,7,8,6816ad9504ea5839aa7eaadf
6816ad9504ea5839aa7eae00,Rich many Republican discuss down.,989309,157956.88,2025-05-03 18:58:13,2025-06-08 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,LQ,RO,CG,big,bill,claim,3,8,10,38058,33321,45061,114174,266568,450610,Nice decide usually enjoy always own another.,Skin likely recent.,It especially practice evidence value explain rock.,they,personal,would,majority,,,FUERA_DE_SERVICIO,EN_USO,DISPONIBLE,EN_MANTENIMIENTO,,,2,5,9,3,,,6816ad9504ea5839aa7eaae0
6816ad9504ea5839aa7eae01,Around reality expert bank can behavior story baby.,623082,99483.62,2025-05-03 18:58:13,2025-06-02 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,GS,GL,GS,old,exactly,respond,6,5,7,27915,32359,27759,167490,161795,194313,Environmental improve class position blue reason.,From staff process lead.,Including statement win act.,management,stock,,Democrat,wear,people,EN_USO,FUERA_DE_SERVICIO,,EN_USO,EN_USO,EN_USO,9,8,,7,5,7,6816ad9504ea5839aa7eaae1
6816ad9504ea5839aa7eae02,The continue community rock.,292876,46761.66,2025-05-03 18:58:13,2025-06-19 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,GL,CN,,our,above,,10,2,,19973,23192,,199730,46384,,Or benefit save require citizen require.,Require shoulder thus camera stop.,,area,ahead,,,save,,EN_USO,FUERA_DE_SERVICIO,,,EN_USO,,4,4,,,6,,6816ad9504ea5839aa7eaae2
6816ad9504ea5839aa7eae03,Population attorney little research have attorney.,517113,82564.31,2025-05-03 18:58:13,2025-06-10 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,LQ,RO,GS,final,to,when,9,2,1,38422,24574,39603,345798,49148,39603,National tend hotel see grow.,Successful our peace now finish.,Alone weight box suffer practice appear.,face,strong,teacher,situation,dream,,DISPONIBLE,EN_USO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,9,7,9,3,9,,6816ad9504ea5839aa7eaae3
6816ad9504ea5839aa7eae04,Difference future according over rule.,178492,28498.67,2025-05-03 18:58:13,2025-06-24 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,GL,CG,,itself,one,,2,3,,22522,34983,,45044,104949,,Mission water represent different wish chance approach.,Join short performance human interesting job.,,together,able,,,bring,,EN_USO,FUERA_DE_SERVICIO,,,DISPONIBLE,,8,8,,,2,,6816ad9504ea5839aa7eaae4
6816ad9504ea5839aa7eae05,Read perform hit through.,174809,27910.62,2025-05-03 18:58:13,2025-06-27 18:58:13,ATRASADO,SOLICITUD_CARGA,,,GL,,,beyond,,,6,,,24483,,,146898,,,Economic wife question data every know hour.,,,sing,,lead,,,,DISPONIBLE,,DISPONIBLE,,,,2,,7,,,,6816ad9504ea5839aa7eaae5
6816ad9504ea5839aa7eae06,Professor late hospital.,952418,152066.69,2025-05-03 18:58:13,2025-06-17 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,GL,CG,LQ,must,while,imagine,9,10,3,48762,28148,26671,438858,281480,80013,Indeed single then dream number class boy nor.,Old simple risk respond occur participant particularly story.,Evening in budget Mr network security another protect.,bank,condition,gun,here,manage,,DISPONIBLE,EN_USO,EN_USO,DISPONIBLE,EN_USO,,9,8,3,2,1,,6816ad9504ea5839aa7eaae6
6816ad9504ea5839aa7eae07,Him gas you air.,453653,72431.99,2025-05-03 18:58:13,2025-06-16 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,LQ,LQ,,face,when,,8,5,,34977,20281,,279816,101405,,Laugh enough would final bed feel available.,Bad between never avoid.,,show,blue,century,,report,,EN_MANTENIMIENTO,FUERA_DE_SERVICIO,FUERA_DE_SERVICIO,,EN_USO,,2,1,2,,7,,6816ad9504ea5839aa7eaae7
6816ad9504ea5839aa7eae08,Book teacher quality at suffer city little.,221430,35354.44,2025-05-03 18:58:13,2025-06-18 18:58:13,CANCELADO,SOLICITUD_CARGA,,,GS,,,quite,,,4,,,46519,,,186076,,,Guess relationship top contain short involve.,,,agreement,,population,,,,FUERA_DE_SERVICIO,,DISPONIBLE,,,,10,,8,,,,6816ad9504ea5839aa7eaae8
6816ad9504ea5839aa7eae09,Very carry yeah decision us significant amount.,48913,7809.57,2025-05-03 18:58:13,2025-06-22 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,LQ,,,factor,,,3,,,13701,,,41103,,,About life specific experience capital large high conference.,,,social,,you,,,,EN_USO,,EN_USO,,,,7,,10,,,,6816ad9504ea5839aa7eaae9
6816ad9504ea5839aa7eae0a,Believe white course serve popular wife.,480971,76793.63,2025-05-03 18:58:13,2025-06-02 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,GL,RO,GL,care,can,throughout,3,1,6,31900,42989,44248,95700,42989,265488,Much support firm evening here.,Coach say much eight event thank myself.,Network learn message generation affect.,her,fine,,defense,page,early,EN_MANTENIMIENTO,EN_USO,,FUERA_DE_SERVICIO,DISPONIBLE,DISPONIBLE,7,7,,8,10,7,6816ad9504ea5839aa7eaaea
6816ad9504ea5839aa7eae0b,Station bit wish usually bill remember force.,499623,79771.69,2025-05-03 18:58:13,2025-06-15 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,GL,CG,CG,all,list,company,5,7,1,40507,24265,47461,202535,169855,47461,Deep never meeting.,Require management cause.,Six indicate within particularly message.,out,public,team,east,during,,FUERA_DE_SERVICIO,EN_USO,DISPONIBLE,DISPONIBLE,DISPONIBLE,,7,7,5,8,9,,6816ad9504ea5839aa7eaaeb
6816ad9504ea5839aa7eae0c,Real address general marriage large you film.,129553,20684.92,2025-05-03 18:58:13,2025-06-05 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,CN,GL,,reveal,mean,,1,2,,33626,37621,,33626,75242,,Value sometimes prove.,Part successful opportunity scene unit.,,anyone,defense,,,,,DISPONIBLE,FUERA_DE_SERVICIO,,,,,1,2,,,,,6816ad9504ea5839aa7eaaec
6816ad9504ea5839aa7eae0d,Himself face medical away.,297802,47548.26,2025-05-03 18:58:13,2025-06-14 18:58:13,ATRASADO,SOLICITUD_DESCARGA,,,CG,,,health,,,6,,,41709,,,250254,,,Company others generation people.,,,worker,,,,,,EN_MANTENIMIENTO,,,,,,1,,,,,,6816ad9504ea5839aa7eaaed
6816ad9504ea5839aa7eae0e,Price himself forward as and.,818269,130647.99,2025-05-03 18:58:13,2025-06-23 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,RO,CN,GS,this,TV,large,10,4,9,29729,36007,27367,297290,144028,246303,Far garden risk voice collection moment.,Ten and often imagine west red.,Around receive what plan ball and have.,because,news,,evening,,never,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,EN_USO,,EN_MANTENIMIENTO,8,1,,4,,8,6816ad9504ea5839aa7eaaee
6816ad9504ea5839aa7eae0f,Course attention agent fall forward crime ahead.,626771,100072.62,2025-05-03 18:58:13,2025-06-12 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,GL,GL,GS,central,morning,day,9,7,4,39217,17835,12225,352953,124845,48900,Color suddenly move weight.,Everybody realize interview very trial state our.,Service peace surface fire.,these,show,,type,,military,EN_USO,EN_MANTENIMIENTO,,EN_USO,,FUERA_DE_SERVICIO,10,1,,3,,3,6816ad9504ea5839aa7eaaef
6816ad9504ea5839aa7eae10,Something use standard.,84200,13443.64,2025-05-03 18:58:13,2025-06-13 18:58:13,ATRASADO,SOLICITUD_CARGA,,,CG,,,phone,,,2,,,35378,,,70756,,,Heart film next heavy.,,,until,,give,,,,DISPONIBLE,,EN_USO,,,,2,,3,,,,6816ad9504ea5839aa7eaaf0
6816ad9504ea5839aa7eae11,Inside at cold station whole with pattern.,249008,39757.5,2025-05-03 18:58:13,2025-06-27 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,,GS,CG,,where,TV,,5,3,,23928,29870,,119640,89610,,Hotel consider need street.,Occur involve theory though remember.,,quite,nearly,onto,,good,,DISPONIBLE,EN_MANTENIMIENTO,EN_USO,,FUERA_DE_SERVICIO,,7,6,9,,8,,6816ad9504ea5839aa7eaaf1
6816ad9504ea5839aa7eae12,Drug concern window before ball can.,410618,65560.83,2025-05-03 18:58:13,2025-06-26 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,GS,CN,,maybe,responsibility,,9,6,,29111,13843,,261999,83058,,Edge fire notice morning call professional.,Central inside mother account.,,speech,before,north,,medical,,EN_USO,FUERA_DE_SERVICIO,EN_USO,,FUERA_DE_SERVICIO,,4,3,1,,4,,6816ad9504ea5839aa7eaaf2
6816ad9504ea5839aa7eae13,Defense idea rest threat.,208519,33292.94,2025-05-03 18:58:13,2025-06-02 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CN,LQ,,join,little,,7,5,,15898,12788,,111286,63940,,Must consumer region way behavior discover officer.,Hear work sea stock.,,act,hit,message,,,,EN_USO,DISPONIBLE,EN_MANTENIMIENTO,,,,3,10,6,,,,6816ad9504ea5839aa7eaaf3
6816ad9504ea5839aa7eae14,Something stand military pay record drive small.,418316,66789.94,2025-05-03 18:58:13,2025-06-11 18:58:13,ATRASADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,CG,GS,RO,so,girl,environment,1,5,2,16721,47619,48355,16721,238095,96710,Thing reduce head.,Matter ball particularly child person.,Truth opportunity however suggest outside.,become,race,expert,onto,,arrive,EN_USO,EN_USO,EN_MANTENIMIENTO,DISPONIBLE,,EN_USO,1,4,3,2,,4,6816ad9504ea5839aa7eaaf4
6816ad9504ea5839aa7eae15,Full voice go.,272923,43575.93,2025-05-03 18:58:13,2025-06-18 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,CG,,,prove,,,9,,,25483,,,229347,,,Onto for measure.,,,against,,build,,,,EN_MANTENIMIENTO,,EN_MANTENIMIENTO,,,,7,,10,,,,6816ad9504ea5839aa7eaaf5
6816ad9504ea5839aa7eae16,Point give area work may where concern.,980280,156515.35,2025-05-03 18:58:13,2025-06-20 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_CARGA,RO,RO,GS,understand,human,stuff,7,9,4,41386,47479,26688,289702,427311,106752,Product agency couple culture.,It project church deep.,Expect something produce early.,step,receive,plant,page,,treat,DISPONIBLE,DISPONIBLE,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,,EN_USO,9,4,1,6,,5,6816ad9504ea5839aa7eaaf6
6816ad9504ea5839aa7eae17,Available suddenly him discuss he.,402251,64224.94,2025-05-03 18:58:13,2025-06-27 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,CG,GS,,think,information,,7,6,,13396,40709,,93772,244254,,Near into threat sing model fire.,Stay tree nor.,,seem,we,,,,,FUERA_DE_SERVICIO,EN_MANTENIMIENTO,,,,,5,7,,,,,6816ad9504ea5839aa7eaaf7
6816ad9504ea5839aa7eae18,Sound physical do nor.,872111,139244.54,2025-05-03 18:58:13,2025-06-02 18:58:13,CANCELADO,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,SOLICITUD_CARGA,GS,LQ,LQ,treatment,society,nor,8,10,4,25864,38941,34136,206912,389410,136544,Because huge issue alone.,Feeling well data.,Evidence before interesting campaign.,hope,great,,actually,campaign,party,DISPONIBLE,EN_USO,,EN_MANTENIMIENTO,DISPONIBLE,EN_USO,7,1,,7,1,2,6816ad9504ea5839aa7eaaf8
6816ad9504ea5839aa7eae19,Class rate tell performance.,233865,37339.75,2025-05-03 18:58:13,2025-06-03 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,CG,,,image,,,5,,,39305,,,196525,,,Scene whom line leave brother while.,,,require,,toward,,,,EN_MANTENIMIENTO,,EN_USO,,,,6,,6,,,,6816ad9504ea5839aa7eaaf9
6816ad9504ea5839aa7eae1a,Late life heavy course.,285993,45662.7,2025-05-03 18:58:13,2025-06-02 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,LQ,CG,,social,company,,3,7,,35919,18939,,107757,132573,,Economy nice common seat.,Allow door major well inside cover mission.,,buy,chair,,,,,DISPONIBLE,DISPONIBLE,,,,,3,7,,,,,6816ad9504ea5839aa7eaafa
6816ad9504ea5839aa7eae1b,Perhaps PM oil from maybe marriage society.,483407,77182.56,2025-05-03 18:58:13,2025-06-09 18:58:13,PENDIENTE,SOLICITUD_CARGA,,,GL,,,and,,,9,,,45136,,,406224,,,Brother health run south star own.,,,sometimes,,,,,,DISPONIBLE,,,,,,4,,,,,,6816ad9504ea5839aa7eaafb
6816ad9504ea5839aa7eae1c,Yeah science specific agree power.,724095,115611.77,2025-05-03 18:58:13,2025-06-10 18:58:13,CANCELADO,SOLICITUD_CARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,RO,RO,CG,surface,car,north,9,5,1,35068,49694,44401,315612,248470,44401,Language country radio turn expert tough yet.,Popular development detail population break someone.,Free exist not above.,degree,require,together,trial,,,FUERA_DE_SERVICIO,DISPONIBLE,FUERA_DE_SERVICIO,EN_USO,,,8,2,7,9,,,6816ad9504ea5839aa7eaafc
6816ad9504ea5839aa7eae1d,Travel per oil human study scene.,522458,83417.6,2025-05-03 18:58:13,2025-06-19 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,RO,LQ,,tonight,participant,,8,4,,35625,38510,,285000,154040,,Low throughout authority leave rule than door chance.,Pass color city of affect.,,meeting,cost,,,,,EN_USO,DISPONIBLE,,,,,4,3,,,,,6816ad9504ea5839aa7eaafd
6816ad9504ea5839aa7eae1e,Exist sign movie write medical employee.,401705,64137.73,2025-05-03 18:58:13,2025-06-26 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_CARGA,,CN,CN,,bring,admit,,7,1,,41861,44540,,293027,44540,,Doctor different six any feeling.,Will ability threat race see citizen.,,toward,father,,,,,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,,,,10,1,,,,,6816ad9504ea5839aa7eaafe
6816ad9504ea5839aa7eae1f,Such vote bag quickly contain movie.,519478,82941.84,2025-05-03 18:58:13,2025-07-01 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,GS,,,ago,,,9,,,48504,,,436536,,,About factor his part.,,,whether,,scientist,,,,DISPONIBLE,,EN_USO,,,,2,,8,,,,6816ad9504ea5839aa7eaaff
6816ad9504ea5839aa7eae20,Deal street various break key claim bit.,433055,69143.28,2025-05-03 18:58:13,2025-06-02 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,,,CG,,,air,,,8,,,45489,,,363912,,,Produce agreement especially might.,,,main,,,,,,FUERA_DE_SERVICIO,,,,,,10,,,,,,6816ad9504ea5839aa7eab00
6816ad9504ea5839aa7eae21,Company inside these huge decision run.,201423,32159.97,2025-05-03 18:58:13,2025-06-07 18:58:13,PAGADA,SOLICITUD_CARGA,,,CG,,,also,,,9,,,18807,,,169263,,,Its those face society data far wear field.,,,indicate,,entire,,,,EN_USO,,EN_USO,,,,7,,3,,,,6816ad9504ea5839aa7eab01
6816ad9504ea5839aa7eae22,Ask leader discover my her none.,343148,54788.4,2025-05-03 18:58:13,2025-06-08 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,GL,GL,GL,different,appear,hospital,10,3,5,10835,17375,25577,108350,52125,127885,Free time yard inside eat former sit.,Really next program site even.,Rich radio believe.,top,network,,when,true,,EN_USO,FUERA_DE_SERVICIO,,DISPONIBLE,FUERA_DE_SERVICIO,,9,8,,10,1,,6816ad9504ea5839aa7eab02
6816ad9504ea5839aa7eae23,Development thing main clearly.,178042,28426.85,2025-05-03 18:58:13,2025-06-21 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,RO,,,series,,,5,,,29923,,,149615,,,Industry require ball someone hospital seat example some.,,,expect,,news,,,,DISPONIBLE,,FUERA_DE_SERVICIO,,,,6,,3,,,,6816ad9504ea5839aa7eab03
6816ad9504ea5839aa7eae24,Vote behind watch identify data detail.,329963,52683.2,2025-05-03 18:58:13,2025-06-25 18:58:13,ATRASADO,SOLICITUD_CARGA,SOLICITUD_CARGA,,GL,CG,,policy,mean,,8,3,,17101,46824,,136808,140472,,Watch against minute leader friend indeed learn.,Wind once bad.,,one,radio,,,,,DISPONIBLE,DISPONIBLE,,,,,8,6,,,,,6816ad9504ea5839aa7eab04
6816ad9504ea5839aa7eae25,Image act company sit take same set data.,493800,78842.02,2025-05-03 18:58:13,2025-06-29 18:58:13,PENDIENTE,SOLICITUD_DESCARGA,SOLICITUD_CARGA,,CN,CG,,point,participant,,7,9,,41641,13719,,291487,123471,,Hear bag summer talk.,Father product so fall soon budget knowledge.,,near,protect,marriage,,support,,DISPONIBLE,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,FUERA_DE_SERVICIO,,3,2,3,,10,,6816ad9504ea5839aa7eab05
6816ad9504ea5839aa7eae26,Rate against issue alone say several.,224824,35896.32,2025-05-03 18:58:13,2025-06-26 18:58:13,PAGADA,SOLICITUD_DESCARGA,SOLICITUD_DESCARGA,,LQ,CN,,nature,fine,,2,2,,45304,49160,,90608,98320,,Family pay result fall see financial discuss.,Air white role.,,cold,like,,,else,,EN_MANTENIMIENTO,EN_MANTENIMIENTO,,,FUERA_DE_SERVICIO,,2,5,,,8,,6816ad9504ea5839aa7eab06
6816ad9504ea5839aa7eae27,Manage group war political light.,606561,96845.85,2025-05-03 18:58:13,2025-06-24 18:58:13,PENDIENTE,SOLICITUD_CARGA,SOLICITUD_CARGA,,LQ,CG,,for,house,,6,9,,15933,46013,,95598,414117,,Western able use structure personal bed bed.,Picture end many these free your behind away.,,this,interest,,,,,DISPONIBLE,EN_MANTENIMIENTO,,,,,6,10,,,,,6816ad9504ea5839aa7eab07
6816ad9504ea5839aa7eae28,His day social difficult spend which for.,96365,15386.01,2025-05-03 18:58:13,2025-06-06 18:58:13,CANCELADO,SOLICITUD_CARGA,,,GL,,,part,,,3,,,26993,,,80979,,,According rate who.,,,future,,deal,,,,EN_MANTENIMIENTO,,EN_MANTENIMIENTO,,,,5,,6,,,,6816ad9504ea5839aa7eab08
6816ad9504ea5839aa7eae29,Argue art choice hold consumer window two.,142491,22750.6,2025-05-03 18:58:13,2025-06-13 18:58:13,ATRASADO,SOLICITUD_DESCARGA,,,RO,,,every,,,10,,,11974,,,119740,,,Worker easy feel final nice authority though.,,,raise,,machine,,,,EN_USO,,EN_MANTENIMIENTO,,,,1,,1,,,,6816ad9504ea5839aa7eab09
6816ad9504ea5839aa7eae2a,Garden lawyer once economic guy throw.,303669,48484.96,2025-05-03 18:58:13,2025-06-15 18:58:13,PAGADA,SOLICITUD_DESCARGA,,,RO,,,leg,,,8,,,31898,,,255184,,,Despite nothing throw quality into high.,,,you,,,,,,FUERA_DE_SERVICIO,,,,,,5,,,,,,6816ad9504ea5839aa7eab0a
6816ad9504ea5839aa7eae2b,Cup teach deep behind television own treatment.,504437,80540.43,2025-05-03 18:58:13,2025-06-02 18:58:13,PAGADA,SOLICITUD_CARGA,SOLICITUD_DESCARGA,,GL,LQ,,Mr,too,,4,5,,46008,47973,,184032,239865,,Fly participant check no everybody sister street almost.,Tell table state tell early clearly.,,present,key,,,,,EN_USO,FUERA_DE_SERVICIO,,,,,5,9,,,,,6816ad9504ea5839aa7eab0b
